user_id,name,age,location,preferences,attended_events,social_connections,exploration_score
U6351,Cynthia Bennett,37,"Shanghai, China",['Food'],"['E0080', 'E0095', 'E0128', 'E0128', 'E0148', 'E0167', 'E0250', 'E0250', 'E0305', 'E0305', 'E0305', 'E0305', 'E0305', 'E0333', 'E0408', 'E0408', 'E0440', 'E0462']","['U4498', 'U6264', 'U4540', 'U4854', 'U2976', 'U6381', 'U0195', 'U6573', 'U5611', 'U3545', 'U1231', 'U3685', 'U6037']",0.35
U6352,Jamie Thomas,31,"Cape Town, South Africa","['Art', 'Film', 'Theater']","['E0083', 'E0092', 'E0092', 'E0092', 'E0117', 'E0117', 'E0152', 'E0167', 'E0170', 'E0184', 'E0184', 'E0184', 'E0211', 'E0211', 'E0296', 'E0296', 'E0296', 'E0313', 'E0313', 'E0361', 'E0361', 'E0361', 'E0366', 'E0366']","['U5396', 'U6681', 'U1313', 'U4908', 'U3249', 'U3276', 'U1158', 'U6859', 'U4671', 'U5374', 'U2627', 'U4372', 'U3411', 'U5527', 'U6028', 'U2982', 'U2218']",0.39
U6353,Courtney Zimmerman,56,"Dubai, United Arab Emirates","['Comedy', 'Sports']","['E0070', 'E0101', 'E0101', 'E0129', 'E0152', 'E0152', 'E0152', 'E0184', 'E0184', 'E0184', 'E0237', 'E0237', 'E0239', 'E0248', 'E0248', 'E0248', 'E0248', 'E0248', 'E0248', 'E0328', 'E0376', 'E0427', 'E0458', 'E0458', 'E0477', 'E0477', 'E0477', 'E0477', 'E0477', 'E0477']","['U3457', 'U6185', 'U5088', 'U6111', 'U5997', 'U2003', 'U5805', 'U3902', 'U2085', 'U0735', 'U4660', 'U1930', 'U6381', 'U2245', 'U5045', 'U4263', 'U3199', 'U3250', 'U4971', 'U3888']",0.23
U6354,Amy Lopez,34,"New York, United States",['Art'],"['E0014', 'E0075', 'E0078', 'E0078', 'E0083', 'E0083', 'E0161', 'E0235', 'E0235', 'E0235', 'E0257', 'E0293', 'E0293', 'E0321', 'E0330', 'E0330', 'E0330', 'E0397', 'E0425', 'E0429']","['U6727', 'U5787', 'U5746', 'U3537', 'U6878', 'U3095', 'U4169']",0.08
U6355,Laura Bonilla,42,"Toronto, Canada","['Literature', 'Theater']","['E0025', 'E0025', 'E0041', 'E0101', 'E0107', 'E0107', 'E0107', 'E0107', 'E0108', 'E0108', 'E0231', 'E0241', 'E0256', 'E0379', 'E0397', 'E0397', 'E0397', 'E0433', 'E0433', 'E0433', 'E0433', 'E0433', 'E0433', 'E0433', 'E0466', 'E0466', 'E0466', 'E0466', 'E0466', 'E0681', 'E0681']","['U1648', 'U4079', 'U5127', 'U5935', 'U3348', 'U1963', 'U0218', 'U6801', 'U3904']",0.34
U6356,Pamela Thompson,53,"New York, United States","['Food', 'Film']","['E0014', 'E0014', 'E0014', 'E0031', 'E0083', 'E0083', 'E0127', 'E0141', 'E0141', 'E0161', 'E0161', 'E0161', 'E0161', 'E0161', 'E0216', 'E0230', 'E0241', 'E0241', 'E0322', 'E0339', 'E0339', 'E0367', 'E0367', 'E0367', 'E0367', 'E0422', 'E0430', 'E0473']","['U2048', 'U2840', 'U3957', 'U6357', 'U6680', 'U1405', 'U5021', 'U6902', 'U5511', 'U3417']",0.97
U6357,Patrick Chapman,27,"São Paulo, Brazil","['Theater', 'Music']","['E0099', 'E0099', 'E0115', 'E0115', 'E0118', 'E0119', 'E0119', 'E0119', 'E0119', 'E0139', 'E0139', 'E0200', 'E0200', 'E0200', 'E0201', 'E0201', 'E0213', 'E0213', 'E0238', 'E0238', 'E0292', 'E0292', 'E0292', 'E0292', 'E0292', 'E0292', 'E0344', 'E0344', 'E0351', 'E0351', 'E0364', 'E0364', 'E0364', 'E0417', 'E0417', 'E0417', 'E0444', 'E0487', 'E0487', 'E0487', 'E0487', 'E0487', 'E0487', 'E0487']","['U4029', 'U1685', 'U5596', 'U1867', 'U1814', 'U2484', 'U1382', 'U6974', 'U2823', 'U2615', 'U4737', 'U6081', 'U4234', 'U4957', 'U6567', 'U6180', 'U4788', 'U4964', 'U6765', 'U1464']",0.2
U6358,Ryan Zimmerman,59,"Berlin, Germany",['Art'],"['E0018', 'E0018', 'E0045', 'E0065', 'E0105', 'E0105', 'E0105', 'E0184', 'E0186', 'E0198', 'E0202', 'E0202', 'E0211', 'E0221', 'E0221', 'E0240', 'E0240', 'E0240', 'E0240', 'E0240', 'E0240', 'E0240', 'E0292', 'E0292', 'E0356', 'E0421', 'E0421', 'E0421', 'E0432', 'E0450', 'E0450', 'E0496']","['U6934', 'U3800', 'U1257', 'U2366', 'U0200', 'U0969', 'U0284', 'U6346', 'U2224', 'U5990', 'U6142', 'U3567', 'U0578', 'U6256', 'U1228', 'U5599', 'U3896', 'U5161', 'U5777']",0.4
U6359,Kayla Morgan,54,"Moscow, Russia",['Tech'],"['E0019', 'E0090', 'E0090', 'E0103', 'E0120', 'E0120', 'E0125', 'E0147', 'E0162', 'E0162', 'E0176', 'E0176', 'E0176', 'E0176', 'E0208', 'E0208', 'E0216', 'E0266', 'E0275', 'E0286', 'E0329', 'E0379', 'E0398', 'E0402', 'E0402', 'E0462', 'E0462', 'E0462']","['U4432', 'U0657', 'U3527', 'U5380', 'U2805', 'U0969', 'U0823']",0.68
U6360,Nicholas Mcgee,35,"Dubai, United Arab Emirates","['Art', 'Workshops', 'Comedy']","['E0088', 'E0101', 'E0129', 'E0129', 'E0129', 'E0150', 'E0150', 'E0150', 'E0150', 'E0150', 'E0155', 'E0155', 'E0207', 'E0237', 'E0237', 'E0237', 'E0237', 'E0237', 'E0328', 'E0328', 'E0328', 'E0328', 'E0328', 'E0328', 'E0396', 'E0396', 'E0427', 'E0431']","['U1916', 'U1330', 'U1201', 'U5699', 'U0538', 'U1499', 'U2774']",0.72
U6361,Darin Cooper,30,"Mumbai, India",['Food'],"['E0054', 'E0054', 'E0054', 'E0105', 'E0113', 'E0113', 'E0137', 'E0137', 'E0137', 'E0137', 'E0188', 'E0247', 'E0297', 'E0297', 'E0303', 'E0359', 'E0359', 'E0359', 'E0371', 'E0371', 'E0371', 'E0371', 'E0371', 'E0378', 'E0378', 'E0386', 'E0392', 'E0412', 'E0448', 'E0452', 'E0452', 'E0461', 'E0463']","['U3137', 'U0347', 'U5080', 'U0042', 'U6376', 'U4957', 'U1206', 'U5885', 'U3334', 'U0172', 'U2884', 'U4396', 'U2715', 'U0875', 'U1202']",0.34
U6362,Lori Gonzalez,43,"Singapore, Singapore",['Music'],"['E0010', 'E0010', 'E0023', 'E0060', 'E0078', 'E0088', 'E0088', 'E0217', 'E0217', 'E0217', 'E0217', 'E0217', 'E0274', 'E0274', 'E0285', 'E0285', 'E0285', 'E0334', 'E0334', 'E0334', 'E0352', 'E0352', 'E0407', 'E0407', 'E0407', 'E0409', 'E0416', 'E0416', 'E0416']","['U0155', 'U3640', 'U6171', 'U2977', 'U3639', 'U4928', 'U2027', 'U0989']",0.16
U6363,Elizabeth Smith,56,"Sydney, Australia","['Theater', 'Music']","['E0004', 'E0004', 'E0004', 'E0046', 'E0046', 'E0046', 'E0048', 'E0048', 'E0052', 'E0052', 'E0052', 'E0065', 'E0065', 'E0086', 'E0195', 'E0204', 'E0204', 'E0204', 'E0204', 'E0204', 'E0204', 'E0213', 'E0213', 'E0213', 'E0235', 'E0235', 'E0281', 'E0301', 'E0411', 'E0411', 'E0411', 'E0450', 'E0460', 'E0460']","['U6918', 'U4901', 'U2661', 'U4552', 'U6690', 'U0264', 'U5790', 'U6746', 'U5997', 'U5301', 'U5073', 'U4503', 'U3766', 'U0191']",0.23
U6364,Allison Jones,53,"Sydney, Australia",['Sports'],"['E0016', 'E0016', 'E0039', 'E0039', 'E0039', 'E0039', 'E0039', 'E0039', 'E0039', 'E0039', 'E0046', 'E0052', 'E0052', 'E0052', 'E0086', 'E0086', 'E0112', 'E0116', 'E0149', 'E0213', 'E0213', 'E0213', 'E0215', 'E0235', 'E0235', 'E0263', 'E0362', 'E0364']","['U6215', 'U1101', 'U2817', 'U4147', 'U2720', 'U4278', 'U0557', 'U4078']",0.64
U6365,Dr. Natasha Bentley,29,"Mumbai, India","['Music', 'Food']","['E0001', 'E0001', 'E0001', 'E0001', 'E0034', 'E0054', 'E0137', 'E0137', 'E0163', 'E0163', 'E0180', 'E0311', 'E0311', 'E0311', 'E0371', 'E0376', 'E0376', 'E0376', 'E0376', 'E0444', 'E0444', 'E0444', 'E0461', 'E0461', 'E0461', 'E0489']","['U0474', 'U2562', 'U1376', 'U1047', 'U0381']",0.1
U6366,Andrea Serrano,46,"Berlin, Germany",['Film'],"['E0028', 'E0145', 'E0182', 'E0182', 'E0184', 'E0221', 'E0240', 'E0240', 'E0240', 'E0240', 'E0290', 'E0290', 'E0307', 'E0307', 'E0307', 'E0307', 'E0343', 'E0421', 'E0426', 'E0426', 'E0470']","['U6414', 'U2058', 'U1447', 'U1261', 'U2560', 'U3293']",0.64
U6367,Sara Sandoval,39,"Madrid, Spain","['Comedy', 'Theater', 'Music']","['E0059', 'E0112', 'E0112', 'E0136', 'E0136', 'E0273', 'E0273', 'E0306', 'E0306', 'E0306', 'E0315', 'E0332', 'E0332', 'E0365', 'E0411']","['U2249', 'U5487', 'U5151', 'U5115', 'U6597', 'U3691', 'U4326', 'U2837', 'U2522', 'U5390', 'U1742', 'U1330', 'U3739', 'U2863', 'U3561', 'U0614', 'U2150', 'U3718', 'U3992']",0.86
U6368,Courtney Riley,44,"Paris, France",['Comedy'],"['E0012', 'E0012', 'E0017', 'E0017', 'E0021', 'E0021', 'E0081', 'E0085', 'E0104', 'E0105', 'E0125', 'E0206', 'E0206', 'E0206', 'E0206', 'E0206', 'E0206', 'E0206', 'E0246', 'E0246', 'E0252', 'E0255', 'E0255', 'E0255', 'E0255', 'E0255', 'E0280', 'E0289', 'E0289', 'E0294', 'E0294', 'E0314', 'E0314', 'E0326', 'E0342', 'E0357', 'E0357', 'E0392', 'E0453', 'E0453']","['U0669', 'U3336', 'U4805', 'U6507', 'U6211', 'U5984', 'U1834', 'U0081', 'U1803']",0.2
U6369,Amy Price,32,"Mumbai, India","['Tech', 'Music']","['E0001', 'E0047', 'E0047', 'E0104', 'E0163', 'E0232', 'E0232', 'E0232', 'E0297', 'E0303', 'E0303', 'E0308', 'E0308', 'E0308', 'E0308', 'E0311', 'E0363', 'E0363', 'E0363', 'E0363', 'E0363', 'E0371', 'E0389', 'E0389', 'E0413', 'E0413', 'E0436', 'E0436', 'E0468', 'E0468']","['U3929', 'U2847', 'U4366', 'U5236', 'U3948', 'U5852', 'U2638', 'U4826', 'U3212', 'U4181', 'U5679', 'U1384', 'U1569', 'U0470', 'U4488']",0.87
U6370,Kevin Spears,25,"Toronto, Canada","['Film', 'Tech']","['E0025', 'E0025', 'E0090', 'E0090', 'E0090', 'E0092', 'E0092', 'E0107', 'E0108', 'E0108', 'E0108', 'E0231', 'E0231', 'E0281', 'E0397', 'E0405', 'E0466', 'E0466', 'E0480', 'E0497', 'E0497']","['U0740', 'U6456', 'U2607', 'U5116', 'U0466', 'U2294', 'U3325', 'U0380', 'U4411', 'U0567', 'U4226', 'U4865', 'U1430', 'U3517']",0.71
U6371,Sean Lyons,50,"Berlin, Germany","['Music', 'Tech', 'Film']","['E0004', 'E0014', 'E0018', 'E0018', 'E0018', 'E0070', 'E0070', 'E0089', 'E0142', 'E0150', 'E0150', 'E0150', 'E0156', 'E0156', 'E0184', 'E0198', 'E0211', 'E0211', 'E0240', 'E0307', 'E0307', 'E0354', 'E0354', 'E0354', 'E0364', 'E0364', 'E0364', 'E0465']","['U4837', 'U5576', 'U2803', 'U4611', 'U0360', 'U3104', 'U2124', 'U6164', 'U2900', 'U4973', 'U0898', 'U5216', 'U5399', 'U2516']",0.0
U6372,Stephen Delgado,19,"Shanghai, China",['Workshops'],"['E0022', 'E0053', 'E0095', 'E0095', 'E0102', 'E0109', 'E0109', 'E0128', 'E0187', 'E0211', 'E0250', 'E0250', 'E0250', 'E0260', 'E0308', 'E0333', 'E0333', 'E0333', 'E0348', 'E0401', 'E0401', 'E0473', 'E0500', 'E0500']","['U0544', 'U6379', 'U6417', 'U2455', 'U1865', 'U1209', 'U3054', 'U3622']",0.79
U6373,Andrew Haas,34,"Moscow, Russia","['Theater', 'Workshops']","['E0092', 'E0140', 'E0140', 'E0147', 'E0147', 'E0176', 'E0176', 'E0195', 'E0210', 'E0227', 'E0227', 'E0256', 'E0256', 'E0275', 'E0290', 'E0328', 'E0328', 'E0329', 'E0331', 'E0331', 'E0331', 'E0331', 'E0331', 'E0331', 'E0331', 'E0344', 'E0365', 'E0371', 'E0371', 'E0416', 'E0443', 'E0443', 'E0443', 'E0443', 'E0443', 'E0457', 'E0475']","['U2352', 'U2521', 'U5624', 'U0217', 'U3907']",0.1
U6374,Anne Hensley,34,"New York, United States","['Film', 'Theater']","['E0019', 'E0031', 'E0041', 'E0041', 'E0083', 'E0083', 'E0083', 'E0083', 'E0098', 'E0098', 'E0110', 'E0110', 'E0205', 'E0205', 'E0205', 'E0216', 'E0238', 'E0238', 'E0238', 'E0384', 'E0384', 'E0401', 'E0401', 'E0418', 'E0418', 'E0422', 'E0429', 'E0444']","['U3450', 'U3147', 'U4412', 'U4494', 'U1343', 'U2951', 'U6782', 'U4008', 'U3692', 'U3864', 'U4800', 'U4166', 'U4867', 'U4576', 'U6987']",0.94
U6375,Erica Garcia,59,"Shanghai, China",['Workshops'],"['E0002', 'E0016', 'E0016', 'E0016', 'E0016', 'E0022', 'E0022', 'E0053', 'E0053', 'E0053', 'E0095', 'E0109', 'E0128', 'E0165', 'E0165', 'E0195', 'E0205', 'E0205', 'E0205', 'E0205', 'E0205', 'E0205', 'E0205', 'E0224', 'E0250', 'E0260', 'E0260', 'E0260', 'E0285', 'E0302', 'E0302', 'E0302', 'E0305', 'E0305', 'E0305', 'E0333', 'E0333', 'E0333', 'E0333', 'E0333', 'E0333', 'E0336', 'E0336', 'E0336', 'E0358', 'E0416', 'E0416', 'E0416', 'E0441', 'E0441', 'E0441', 'E0441', 'E0441', 'E0478']","['U3586', 'U3495', 'U5955', 'U2703', 'U4763', 'U6310', 'U5437', 'U1505', 'U3642', 'U0869', 'U2991']",0.21
U6376,Scott Poole MD,63,"Berlin, Germany","['Literature', 'Sports', 'Tech']","['E0045', 'E0045', 'E0056', 'E0056', 'E0056', 'E0084', 'E0145', 'E0145', 'E0192', 'E0221', 'E0258', 'E0307', 'E0334', 'E0455', 'E0463']","['U2168', 'U3748', 'U5586', 'U0686', 'U2353', 'U1225', 'U2741', 'U4090', 'U2419', 'U3530', 'U6193', 'U6792']",0.07
U6377,Samantha Scott,37,"Paris, France",['Music'],"['E0021', 'E0085', 'E0085', 'E0085', 'E0104', 'E0104', 'E0104', 'E0206', 'E0246', 'E0266', 'E0266', 'E0277', 'E0277', 'E0392', 'E0392', 'E0435']","['U6709', 'U0123', 'U1636', 'U1348', 'U0497', 'U3566', 'U1088', 'U3909', 'U6383', 'U2163', 'U4340', 'U2200', 'U6039', 'U5842', 'U5135']",0.55
U6378,Valerie Hall,27,"Los Angeles, United States","['Sports', 'Art']","['E0036', 'E0036', 'E0045', 'E0070', 'E0181', 'E0191', 'E0265', 'E0265', 'E0265', 'E0272', 'E0272', 'E0272', 'E0312', 'E0445', 'E0445', 'E0445']","['U3299', 'U0410', 'U1942', 'U2149', 'U1788']",0.31
U6379,Allison Gibbs,22,"São Paulo, Brazil",['Art'],"['E0099', 'E0099', 'E0099', 'E0099', 'E0115', 'E0115', 'E0115', 'E0116', 'E0200', 'E0200', 'E0200', 'E0265', 'E0390', 'E0410', 'E0410', 'E0413', 'E0456', 'E0497', 'E0497', 'E0497']","['U4493', 'U3714', 'U4443', 'U1270', 'U3874', 'U2767', 'U4765', 'U1536', 'U4948', 'U0651', 'U1939', 'U6672', 'U6055', 'U6112', 'U1778', 'U5091', 'U6225', 'U5564', 'U3912', 'U6103']",0.84
U6380,Adam Hunt,39,"London, United Kingdom","['Workshops', 'Film', 'Food']","['E0019', 'E0019', 'E0019', 'E0019', 'E0036', 'E0036', 'E0053', 'E0117', 'E0117', 'E0120', 'E0120', 'E0120', 'E0136', 'E0160', 'E0178', 'E0178', 'E0178', 'E0243', 'E0243', 'E0243', 'E0244', 'E0244', 'E0244', 'E0286', 'E0286', 'E0300', 'E0341', 'E0356', 'E0394', 'E0479']","['U6756', 'U1202', 'U4637', 'U3810', 'U1613', 'U2035', 'U5607', 'U1882', 'U4279', 'U3097', 'U2880', 'U4823', 'U2710']",0.63
U6381,Erica Walter,26,"Istanbul, Turkey","['Literature', 'Music']","['E0005', 'E0011', 'E0011', 'E0069', 'E0079', 'E0079', 'E0079', 'E0079', 'E0079', 'E0103', 'E0103', 'E0111', 'E0111', 'E0111', 'E0111', 'E0116', 'E0133', 'E0136', 'E0180', 'E0226', 'E0226', 'E0226', 'E0259', 'E0259', 'E0273', 'E0273', 'E0273', 'E0273', 'E0324', 'E0384', 'E0396', 'E0470', 'E0476', 'E0476', 'E0476', 'E0476']","['U4000', 'U5706', 'U4503', 'U4813', 'U0600', 'U3013', 'U3652', 'U2345', 'U4984', 'U5995']",0.57
U6382,Laura Davis,24,"Sydney, Australia",['Workshops'],"['E0046', 'E0046', 'E0046', 'E0052', 'E0052', 'E0096', 'E0149', 'E0156', 'E0156', 'E0156', 'E0214', 'E0214', 'E0218', 'E0218', 'E0234', 'E0234', 'E0235', 'E0235', 'E0235', 'E0253', 'E0284', 'E0284', 'E0380', 'E0450', 'E0498']","['U4483', 'U3335', 'U6531', 'U2840', 'U1247', 'U4360', 'U0846', 'U6855']",0.27
U6383,Linda Booth,21,"Mumbai, India","['Sports', 'Art', 'Food']","['E0048', 'E0054', 'E0108', 'E0163', 'E0163', 'E0232', 'E0232', 'E0232', 'E0303', 'E0303', 'E0303', 'E0310', 'E0359', 'E0376', 'E0376', 'E0376', 'E0386', 'E0386', 'E0389', 'E0452']","['U4249', 'U4071', 'U4222', 'U5471', 'U5323', 'U3447', 'U1308', 'U4930', 'U3339']",0.5
U6384,Joseph Gordon,21,"Paris, France","['Comedy', 'Literature', 'Tech']","['E0074', 'E0074', 'E0081', 'E0085', 'E0085', 'E0089', 'E0104', 'E0104', 'E0104', 'E0104', 'E0143', 'E0172', 'E0172', 'E0172', 'E0177', 'E0202', 'E0202', 'E0206', 'E0206', 'E0232', 'E0252', 'E0252', 'E0252', 'E0280', 'E0280', 'E0280', 'E0310', 'E0310', 'E0314', 'E0353', 'E0353', 'E0353', 'E0357', 'E0357', 'E0383', 'E0383', 'E0383', 'E0383', 'E0488', 'E0488', 'E0488']","['U3527', 'U3623', 'U1170', 'U2709', 'U6172', 'U4675', 'U6141', 'U5218', 'U6689', 'U6821', 'U2139', 'U3912', 'U6625', 'U6382', 'U3313', 'U0963', 'U0557', 'U5959', 'U1083']",0.45
U6385,Stephanie Stevens,47,"London, United Kingdom","['Theater', 'Workshops']","['E0019', 'E0019', 'E0030', 'E0063', 'E0063', 'E0074', 'E0134', 'E0134', 'E0220', 'E0220', 'E0220', 'E0243', 'E0243', 'E0243', 'E0252', 'E0330', 'E0330', 'E0330', 'E0370', 'E0474', 'E0474']","['U1538', 'U6690', 'U5181', 'U4315', 'U3039', 'U3164', 'U0952', 'U4414', 'U2189', 'U6869', 'U6012', 'U6982', 'U6533', 'U2807', 'U2811']",0.15
U6386,Sara Murphy,20,"Seoul, South Korea","['Comedy', 'Theater', 'Food']","['E0005', 'E0047', 'E0122', 'E0148', 'E0194', 'E0194', 'E0194', 'E0194', 'E0194', 'E0194', 'E0194', 'E0197', 'E0197', 'E0197', 'E0226', 'E0234', 'E0234', 'E0234', 'E0290', 'E0290', 'E0290', 'E0326', 'E0326', 'E0326', 'E0382', 'E0393', 'E0403', 'E0416', 'E0416', 'E0417', 'E0437']","['U4677', 'U1067', 'U6807', 'U1292', 'U3250', 'U4049', 'U6682']",0.36
U6387,Adrienne Thompson,40,"Seoul, South Korea",['Sports'],"['E0042', 'E0060', 'E0068', 'E0105', 'E0122', 'E0141', 'E0197', 'E0215', 'E0226', 'E0226', 'E0226', 'E0274', 'E0403', 'E0403', 'E0403', 'E0403', 'E0412', 'E0412', 'E0417', 'E0417', 'E0417', 'E0437', 'E0454', 'E0454']","['U3257', 'U1792', 'U2530', 'U5175', 'U0455', 'U5997']",0.25
U6388,Dustin Moore,41,"Mexico City, Mexico","['Comedy', 'Tech', 'Theater']","['E0011', 'E0021', 'E0021', 'E0037', 'E0059', 'E0061', 'E0080', 'E0080', 'E0080', 'E0080', 'E0120', 'E0120', 'E0120', 'E0126', 'E0175', 'E0175', 'E0256', 'E0262', 'E0262', 'E0264', 'E0287', 'E0287', 'E0287', 'E0328', 'E0328', 'E0380', 'E0445', 'E0467']","['U3967', 'U3511', 'U3995', 'U5921', 'U5364', 'U6338', 'U5039', 'U1776', 'U2663', 'U3089', 'U5287', 'U4689', 'U4913', 'U1389', 'U6253', 'U4649', 'U5705', 'U1231']",0.42
U6389,Dennis Phelps,41,"Madrid, Spain",['Comedy'],"['E0019', 'E0019', 'E0097', 'E0097', 'E0097', 'E0100', 'E0114', 'E0114', 'E0114', 'E0123', 'E0123', 'E0143', 'E0143', 'E0184', 'E0184', 'E0184', 'E0218', 'E0218', 'E0218', 'E0247', 'E0247', 'E0247', 'E0284', 'E0289', 'E0306', 'E0306', 'E0315', 'E0315', 'E0388', 'E0400', 'E0483', 'E0486', 'E0486', 'E0500']","['U5204', 'U3180', 'U6084', 'U4631', 'U6410', 'U3428', 'U3755', 'U2537', 'U1803']",0.74
U6390,Taylor Cherry,34,"Bangkok, Thailand","['Film', 'Food', 'Theater']","['E0026', 'E0026', 'E0064', 'E0151', 'E0151', 'E0151', 'E0151', 'E0154', 'E0203', 'E0203', 'E0203', 'E0212', 'E0212', 'E0212', 'E0212', 'E0212', 'E0212', 'E0212', 'E0261', 'E0261', 'E0261', 'E0261', 'E0326', 'E0326', 'E0345', 'E0345', 'E0360', 'E0360', 'E0418', 'E0438', 'E0438', 'E0463', 'E0463', 'E0463', 'E0471', 'E0478', 'E0487', 'E0487']","['U5065', 'U6844', 'U2045', 'U5234', 'U3243', 'U3744', 'U0712', 'U6624', 'U3826', 'U1609', 'U4313', 'U6491', 'U3008', 'U5290', 'U2727', 'U6357']",0.31
U6391,Ryan Mathis,38,"London, United Kingdom","['Workshops', 'Comedy', 'Food']","['E0074', 'E0083', 'E0083', 'E0136', 'E0159', 'E0159', 'E0168', 'E0286', 'E0300', 'E0323', 'E0323', 'E0323', 'E0323', 'E0323', 'E0341', 'E0341', 'E0360', 'E0392', 'E0392', 'E0392', 'E0395', 'E0406', 'E0406', 'E0406', 'E0406', 'E0406', 'E0406', 'E0427', 'E0485', 'E0499', 'E0499']","['U5878', 'U0863', 'U2500', 'U0654', 'U5605', 'U1106', 'U0130', 'U4886', 'U5603', 'U0008']",0.09
U6392,Jon Baker,44,"Istanbul, Turkey","['Sports', 'Comedy', 'Workshops']","['E0007', 'E0007', 'E0007', 'E0011', 'E0011', 'E0079', 'E0126', 'E0137', 'E0137', 'E0259', 'E0259', 'E0273', 'E0273', 'E0306', 'E0320', 'E0320', 'E0373', 'E0381', 'E0385', 'E0396', 'E0396', 'E0396', 'E0468', 'E0468']","['U1966', 'U2756', 'U5162', 'U1450', 'U4712', 'U4771', 'U4929', 'U2938', 'U0969', 'U1886', 'U4417', 'U4721', 'U1695', 'U2032']",0.97
U6393,Corey Chambers,51,"Shanghai, China","['Film', 'Food', 'Sports']","['E0016', 'E0016', 'E0022', 'E0053', 'E0053', 'E0053', 'E0053', 'E0053', 'E0102', 'E0102', 'E0148', 'E0187', 'E0205', 'E0233', 'E0233', 'E0277', 'E0277', 'E0401', 'E0401', 'E0401', 'E0408', 'E0441', 'E0441', 'E0441']","['U0961', 'U2348', 'U4008', 'U3916', 'U0741', 'U3008', 'U1977', 'U4204', 'U5280', 'U5837', 'U3088', 'U2988', 'U3156', 'U1533', 'U1924', 'U3113', 'U5599']",0.11
U6394,Edward Rivas,31,"Madrid, Spain","['Sports', 'Food', 'Tech']","['E0015', 'E0015', 'E0015', 'E0097', 'E0219', 'E0219', 'E0219', 'E0317', 'E0322', 'E0342', 'E0342', 'E0355', 'E0365', 'E0380', 'E0400', 'E0400', 'E0411', 'E0411', 'E0469', 'E0483', 'E0483', 'E0486']","['U6338', 'U6667', 'U4597', 'U0847', 'U1088', 'U3045', 'U5449', 'U0553', 'U4052', 'U4125', 'U3355', 'U3977', 'U6013', 'U4883', 'U6091']",0.07
U6395,Diana Sullivan,53,"New York, United States",['Comedy'],"['E0017', 'E0058', 'E0082', 'E0124', 'E0124', 'E0161', 'E0216', 'E0216', 'E0216', 'E0293', 'E0293', 'E0321', 'E0321', 'E0325', 'E0362', 'E0362', 'E0367', 'E0367', 'E0367', 'E0367', 'E0380', 'E0380', 'E0380', 'E0380', 'E0380', 'E0387', 'E0422', 'E0422', 'E0430', 'E0430', 'E0493', 'E0493', 'E0493', 'E0493']","['U1931', 'U3193', 'U4563', 'U4682', 'U4388', 'U5323', 'U1896', 'U4091']",0.71
U6396,William Miller,37,"Sydney, Australia",['Music'],"['E0013', 'E0023', 'E0030', 'E0045', 'E0046', 'E0065', 'E0065', 'E0081', 'E0149', 'E0149', 'E0149', 'E0183', 'E0183', 'E0183', 'E0193', 'E0213', 'E0223', 'E0223', 'E0223', 'E0249', 'E0249', 'E0285', 'E0285', 'E0450', 'E0450', 'E0482']","['U3374', 'U6269', 'U1364', 'U3139', 'U0497', 'U2511', 'U4143', 'U6207', 'U3072', 'U0997', 'U6223', 'U6520', 'U6272', 'U0344']",0.63
U6397,Anthony Bennett,54,"London, United Kingdom","['Art', 'Literature']","['E0019', 'E0019', 'E0019', 'E0036', 'E0060', 'E0063', 'E0063', 'E0063', 'E0081', 'E0081', 'E0081', 'E0166', 'E0218', 'E0218', 'E0218', 'E0218', 'E0220', 'E0220', 'E0243', 'E0243', 'E0244', 'E0300', 'E0327', 'E0327', 'E0327', 'E0370', 'E0463', 'E0463', 'E0474', 'E0474', 'E0479', 'E0479', 'E0479']","['U2080', 'U0153', 'U4779', 'U0869', 'U5731', 'U3784', 'U1836', 'U3920', 'U5460', 'U6745', 'U5071', 'U2571', 'U0911', 'U5082']",0.77
U6398,Gabrielle Baker,50,"Moscow, Russia","['Tech', 'Food', 'Film']","['E0057', 'E0057', 'E0105', 'E0105', 'E0120', 'E0120', 'E0120', 'E0125', 'E0142', 'E0142', 'E0142', 'E0142', 'E0147', 'E0147', 'E0153', 'E0153', 'E0176', 'E0176', 'E0176', 'E0176', 'E0176', 'E0176', 'E0206', 'E0208', 'E0329', 'E0329', 'E0344', 'E0344', 'E0344', 'E0402', 'E0457', 'E0457', 'E0457', 'E0462', 'E0480', 'E0484', 'E0490']","['U3163', 'U0813', 'U3389', 'U6440', 'U4436', 'U5099', 'U0440', 'U5039', 'U6184']",0.51
U6399,Cassandra Adams,39,"Cape Town, South Africa","['Music', 'Workshops']","['E0014', 'E0050', 'E0064', 'E0106', 'E0106', 'E0106', 'E0133', 'E0170', 'E0170', 'E0170', 'E0170', 'E0175', 'E0256', 'E0301', 'E0301', 'E0301', 'E0313', 'E0366', 'E0366', 'E0428', 'E0460', 'E0460', 'E0478', 'E0478', 'E0485', 'E0485', 'E0485']","['U2522', 'U0657', 'U3515', 'U4837', 'U2072', 'U2672', 'U0206', 'U1319', 'U3154', 'U4779', 'U1535', 'U3914', 'U0869', 'U1798', 'U1116', 'U4827', 'U3547', 'U6085']",0.83
